flight_number,origin_station_code,destination_station_code,score,satisfaction_type,arrival_delay_minutes,cabin_name,fleet_type_description,seat_factor_band,loyalty_program_level,fleet_usage,haul_type
958,GVX,EWX,,Unknown,-28,Economy,B767-300,90+,non-elite,Mainline,Long
958,GVX,EWX,5.0,Satisfied,-28,,B767-300,90+,premier gold,Mainline,Long
958,GVX,EWX,1.0,Dissatisfied,-28,,B767-300,90+,premier gold,Mainline,Long
952,BRX,IAX,4.0,Satisfied,-32,,B777-300,80+,premier 1k,Mainline,Long
952,BRX,IAX,5.0,Satisfied,-32,Economy,B777-300,80+,non-elite,Mainline,Long
952,BRX,IAX,2.0,Dissatisfied,-32,Economy,B777-300,80+,premier silver,Mainline,Long
952,BRX,IAX,,Unknown,-32,,B777-300,80+,premier 1k,Mainline,Long
254,IAX,HNX,2.0,Dissatisfied,-1,Economy Plus,B777-200,90+,non-elite,Mainline,Long
253,HNX,IAX,3.0,Dissatisfied,-17,Economy Plus,B777-200,90+,,Mainline,Long
254,IAX,HNX,,Unknown,-1,Economy Plus,B777-200,90+,non-elite,Mainline,Long
254,IAX,HNX,2.0,Dissatisfied,-1,Economy,B777-200,90+,non-elite,Mainline,Long
254,IAX,HNX,5.0,Satisfied,-1,Economy Plus,B777-200,90+,non-elite,Mainline,Long
254,IAX,HNX,,Unknown,-1,Economy Plus,B777-200,90+,non-elite,Mainline,Long
254,IAX,HNX,,Unknown,-1,Economy,B777-200,90+,non-elite,Mainline,Long
254,IAX,HNX,1.0,Dissatisfied,-1,Economy,B777-200,90+,non-elite,Mainline,Long
253,HNX,IAX,,Unknown,-17,Economy,B777-200,90+,,Mainline,Long
253,HNX,IAX,,Unknown,-17,Economy Plus,B777-200,90+,,Mainline,Long
253,HNX,IAX,1.0,Dissatisfied,-17,Economy,B777-200,90+,,Mainline,Long
136,ZRX,EWX,,Unknown,-2,,B767-300,90+,premier 1k,Mainline,Long
135,EWX,ZRX,5.0,Satisfied,42,,B767-300,90+,non-elite,Mainline,Long
135,EWX,ZRX,,Unknown,42,,B767-300,90+,non-elite,Mainline,Long
136,ZRX,EWX,3.0,Dissatisfied,-2,,B767-300,90+,premier 1k,Mainline,Long
939,ORX,LHX,2.0,Dissatisfied,-18,,B767-300,90+,premier gold,Mainline,Long
929,LHX,ORX,,Unknown,-46,,B767-300,90+,premier platinum,Mainline,Long
929,LHX,ORX,2.0,Dissatisfied,-46,,B767-300,90+,premier platinum,Mainline,Long
960,LHX,ORX,1.0,Dissatisfied,99,,B767-300,0 to 70,premier 1k,Mainline,Long
939,ORX,LHX,2.0,Dissatisfied,-18,,B767-300,90+,non-elite,Mainline,Long
929,LHX,ORX,,Unknown,-46,Economy,B767-300,90+,non-elite,Mainline,Long
960,LHX,ORX,1.0,Dissatisfied,99,,B767-300,0 to 70,premier gold,Mainline,Long
929,LHX,ORX,,Unknown,-46,,B767-300,90+,premier platinum,Mainline,Long
929,LHX,ORX,2.0,Dissatisfied,-46,,B767-300,90+,premier platinum,Mainline,Long
929,LHX,ORX,5.0,Satisfied,-46,Economy Plus,B767-300,90+,non-elite,Mainline,Long
929,LHX,ORX,4.0,Satisfied,-46,Economy,B767-300,90+,non-elite,Mainline,Long
929,LHX,ORX,,Unknown,-46,Economy Plus,B767-300,90+,non-elite,Mainline,Long
960,LHX,ORX,1.0,Dissatisfied,99,Economy Plus,B767-300,0 to 70,premier gold,Mainline,Long
960,LHX,ORX,,Unknown,99,,B767-300,0 to 70,premier gold,Mainline,Long
964,BEX,EWX,1.0,Dissatisfied,45,,B767-400,90+,premier 1k,Mainline,Long
963,EWX,BEX,2.0,Dissatisfied,7,Economy,B767-400,90+,non-elite,Mainline,Long
963,EWX,BEX,4.0,Satisfied,7,,B767-400,90+,,Mainline,Long
963,EWX,BEX,,Unknown,7,Economy,B767-400,90+,non-elite,Mainline,Long
19,MXX,EWX,,Unknown,16,Economy Plus,B777-200,90+,,Mainline,Long
19,MXX,EWX,,Unknown,16,Economy,B777-200,90+,non-elite,Mainline,Long
19,MXX,EWX,4.0,Satisfied,16,Economy Plus,B777-200,90+,premier 1k,Mainline,Long
19,MXX,EWX,,Unknown,16,Economy,B777-200,90+,,Mainline,Long
20,EWX,MXX,4.0,Satisfied,-1,,B777-200,90+,non-elite,Mainline,Long
19,MXX,EWX,1.0,Dissatisfied,16,,B777-200,90+,,Mainline,Long
19,MXX,EWX,5.0,Satisfied,16,,B777-200,90+,premier platinum,Mainline,Long
19,MXX,EWX,,Unknown,16,Economy Plus,B777-200,90+,premier 1k,Mainline,Long
19,MXX,EWX,5.0,Satisfied,16,,B777-200,90+,premier gold,Mainline,Long
19,MXX,EWX,1.0,Dissatisfied,16,Economy,B777-200,90+,,Mainline,Long
19,MXX,EWX,1.0,Dissatisfied,16,,B777-200,90+,non-elite,Mainline,Long
20,EWX,MXX,4.0,Satisfied,-1,Economy,B777-200,90+,,Mainline,Long
19,MXX,EWX,4.0,Satisfied,16,Economy Plus,B777-200,90+,,Mainline,Long
19,MXX,EWX,,Unknown,16,,B777-200,90+,premier platinum,Mainline,Long
19,MXX,EWX,,Unknown,16,,B777-200,90+,non-elite,Mainline,Long
19,MXX,EWX,5.0,Satisfied,16,Economy,B777-200,90+,non-elite,Mainline,Long
20,EWX,MXX,,Unknown,-1,,B777-200,90+,non-elite,Mainline,Long
19,MXX,EWX,,Unknown,16,,B777-200,90+,premier gold,Mainline,Long
32,MUX,EWX,1.0,Dissatisfied,-15,Economy Plus,B777-200,90+,premier gold,Mainline,Long
32,MUX,EWX,2.0,Dissatisfied,-15,Economy,B777-200,90+,non-elite,Mainline,Long
32,MUX,EWX,,Unknown,-15,Economy Plus,B777-200,90+,premier gold,Mainline,Long
32,MUX,EWX,,Unknown,-15,Economy,B777-200,90+,non-elite,Mainline,Long
993,IAX,BCX,,Unknown,-11,Economy Plus,B767-400,90+,non-elite,Mainline,Long
992,BCX,IAX,,Unknown,13,Economy Plus,B767-400,90+,premier silver,Mainline,Long
992,BCX,IAX,4.0,Satisfied,13,Economy Plus,B767-400,90+,premier silver,Mainline,Long
993,IAX,BCX,1.0,Dissatisfied,-11,Economy Plus,B767-400,90+,non-elite,Mainline,Long
989,FRX,IAX,,Unknown,-10,,B777-300,90+,non-elite,Mainline,Long
934,FRX,IAX,5.0,Satisfied,-11,Economy,B777-200,80+,non-elite,Mainline,Long
989,FRX,IAX,4.0,Satisfied,-10,Economy Plus,B777-300,90+,premier 1k,Mainline,Long
934,FRX,IAX,,Unknown,-11,Economy,B777-200,80+,non-elite,Mainline,Long
989,FRX,IAX,5.0,Satisfied,-10,,B777-300,90+,non-elite,Mainline,Long
910,ORX,AMX,1.0,Dissatisfied,-13,,B787-8,90+,,Mainline,Long
910,ORX,AMX,,Unknown,-13,Economy,B787-8,90+,,Mainline,Long
910,ORX,AMX,1.0,Dissatisfied,-13,Economy,B787-8,90+,,Mainline,Long
53,IAX,ZRX,3.0,Dissatisfied,1,,B767-300,90+,non-elite,Mainline,Long
974,BRX,ORX,1.0,Dissatisfied,-34,Economy,B787-10,90+,non-elite,Mainline,Long
973,ORX,BRX,3.0,Dissatisfied,-14,,B787-10,90+,,Mainline,Long
170,VCX,EWX,3.0,Dissatisfied,17,Economy,B767-300,90+,premier silver,Mainline,Long
170,VCX,EWX,4.0,Satisfied,17,,B767-300,90+,non-elite,Mainline,Long
170,VCX,EWX,1.0,Dissatisfied,17,,B767-300,90+,non-elite,Mainline,Long
170,VCX,EWX,,Unknown,17,,B767-300,90+,non-elite,Mainline,Long
170,VCX,EWX,,Unknown,17,Economy,B767-300,90+,premier silver,Mainline,Long
203,ORX,OGX,1.0,Dissatisfied,1,Economy,B787-8,90+,,Mainline,Long
203,ORX,OGX,3.0,Dissatisfied,1,Economy,B787-8,90+,premier silver,Mainline,Long
203,ORX,OGX,5.0,Satisfied,1,Economy,B787-8,90+,non-elite,Mainline,Long
349,OGX,ORX,,Unknown,-6,,B787-8,90+,premier gold,Mainline,Long
349,OGX,ORX,2.0,Dissatisfied,-6,,B787-8,90+,premier gold,Mainline,Long
203,ORX,OGX,,Unknown,1,Economy,B787-8,90+,premier silver,Mainline,Long
116,SFX,PPX,,Unknown,19,,B787-9,0 to 70,,Mainline,Long
115,PPX,SFX,2.0,Dissatisfied,-35,Economy,B787-9,0 to 70,non-elite,Mainline,Long
116,SFX,PPX,2.0,Dissatisfied,19,,B787-9,0 to 70,,Mainline,Long
115,PPX,SFX,3.0,Dissatisfied,-35,,B787-9,0 to 70,global services,Mainline,Long
115,PPX,SFX,,Unknown,-35,Economy,B787-9,0 to 70,non-elite,Mainline,Long
115,PPX,SFX,,Unknown,-35,,B787-9,0 to 70,global services,Mainline,Long
219,HNX,ORX,,Unknown,-3,,B787-10,90+,non-elite,Mainline,Long
220,ORX,HNX,1.0,Dissatisfied,-29,,B787-10,90+,premier silver,Mainline,Long
219,HNX,ORX,2.0,Dissatisfied,-3,,B787-10,90+,non-elite,Mainline,Long
219,HNX,ORX,,Unknown,-3,Economy,B787-10,90+,,Mainline,Long
220,ORX,HNX,,Unknown,-29,,B787-10,90+,premier silver,Mainline,Long
219,HNX,ORX,4.0,Satisfied,-3,Economy,B787-10,90+,,Mainline,Long
220,ORX,HNX,2.0,Dissatisfied,-29,Economy,B787-10,90+,,Mainline,Long
108,MUX,IAX,2.0,Dissatisfied,-21,Economy,B777-200,90+,,Mainline,Long
108,MUX,IAX,,Unknown,-21,Economy,B777-200,90+,,Mainline,Long
108,MUX,IAX,4.0,Satisfied,-21,Economy,B777-200,90+,non-elite,Mainline,Long
108,MUX,IAX,,Unknown,-21,Economy,B777-200,90+,non-elite,Mainline,Long
510,FCX,EWX,,Unknown,34,Economy,B777-200,90+,non-elite,Mainline,Long
42,FCX,EWX,5.0,Satisfied,32,Economy,B777-300,90+,non-elite,Mainline,Long
41,EWX,FCX,,Unknown,9,Economy,B777-300,90+,non-elite,Mainline,Long
510,FCX,EWX,,Unknown,34,Economy,B777-200,90+,,Mainline,Long
41,EWX,FCX,2.0,Dissatisfied,9,Economy,B777-300,90+,non-elite,Mainline,Long
510,FCX,EWX,5.0,Satisfied,34,Economy,B777-200,90+,,Mainline,Long
510,FCX,EWX,1.0,Dissatisfied,34,Economy,B777-200,90+,non-elite,Mainline,Long
510,FCX,EWX,,Unknown,34,Economy,B777-200,90+,,Mainline,Long
510,FCX,EWX,1.0,Dissatisfied,34,Economy,B777-200,90+,,Mainline,Long
42,FCX,EWX,,Unknown,32,Economy,B777-300,90+,non-elite,Mainline,Long
42,FCX,EWX,1.0,Dissatisfied,32,Economy,B777-300,90+,,Mainline,Long
945,ORX,FRX,5.0,Satisfied,-15,Economy Plus,B787-8,90+,non-elite,Mainline,Long
908,ORX,FRX,,Unknown,-2,Economy,B787-10,90+,non-elite,Mainline,Long
908,ORX,FRX,1.0,Dissatisfied,-2,Economy Plus,B787-10,90+,premier silver,Mainline,Long
908,ORX,FRX,,Unknown,-2,Economy Plus,B787-10,90+,non-elite,Mainline,Long
945,ORX,FRX,,Unknown,-15,Economy Plus,B787-8,90+,non-elite,Mainline,Long
908,ORX,FRX,2.0,Dissatisfied,-2,Economy,B787-10,90+,non-elite,Mainline,Long
908,ORX,FRX,2.0,Dissatisfied,-2,Economy Plus,B787-10,90+,non-elite,Mainline,Long
908,ORX,FRX,4.0,Satisfied,-2,Economy,B787-10,90+,,Mainline,Long
908,ORX,FRX,,Unknown,-2,Economy Plus,B787-10,90+,premier silver,Mainline,Long
965,EWX,NAX,,Unknown,-21,Economy Plus,B767-300,90+,non-elite,Mainline,Long
966,NAX,EWX,1.0,Dissatisfied,16,Economy,B767-300,90+,non-elite,Mainline,Long
966,NAX,EWX,2.0,Dissatisfied,16,,B767-300,90+,premier gold,Mainline,Long
966,NAX,EWX,,Unknown,16,Economy Plus,B767-300,90+,premier silver,Mainline,Long
965,EWX,NAX,,Unknown,-21,Economy Plus,B767-300,90+,premier 1k,Mainline,Long
966,NAX,EWX,5.0,Satisfied,16,Economy,B767-300,90+,non-elite,Mainline,Long
966,NAX,EWX,1.0,Dissatisfied,16,Economy,B767-300,90+,,Mainline,Long
966,NAX,EWX,4.0,Satisfied,16,Economy Plus,B767-300,90+,premier silver,Mainline,Long
965,EWX,NAX,4.0,Satisfied,-21,Economy,B767-300,90+,non-elite,Mainline,Long
965,EWX,NAX,4.0,Satisfied,-21,Economy,B767-300,90+,non-elite,Mainline,Long
965,EWX,NAX,2.0,Dissatisfied,-21,Economy Plus,B767-300,90+,premier 1k,Mainline,Long
966,NAX,EWX,,Unknown,16,Economy,B767-300,90+,non-elite,Mainline,Long
965,EWX,NAX,,Unknown,-21,Economy,B767-300,90+,non-elite,Mainline,Long
965,EWX,NAX,2.0,Dissatisfied,-21,Economy Plus,B767-300,90+,non-elite,Mainline,Long
965,EWX,NAX,,Unknown,-21,Economy,B767-300,90+,non-elite,Mainline,Long
966,NAX,EWX,,Unknown,16,Economy,B767-300,90+,,Mainline,Long
4,ORX,ZRX,,Unknown,-9,,B767-300,90+,non-elite,Mainline,Long
4,ORX,ZRX,1.0,Dissatisfied,-9,,B767-300,90+,,Mainline,Long
4,ORX,ZRX,2.0,Dissatisfied,-9,,B767-300,90+,non-elite,Mainline,Long
4,ORX,ZRX,,Unknown,-9,,B767-300,90+,,Mainline,Long
886,FCX,IAX,,Unknown,62,Economy,B787-8,90+,,Mainline,Long
886,FCX,IAX,5.0,Satisfied,62,Economy,B787-8,90+,non-elite,Mainline,Long
886,FCX,IAX,,Unknown,62,Economy,B787-8,90+,non-elite,Mainline,Long
886,FCX,IAX,3.0,Dissatisfied,62,Economy,B787-8,90+,non-elite,Mainline,Long
885,IAX,FCX,2.0,Dissatisfied,-8,,B787-8,90+,non-elite,Mainline,Long
886,FCX,IAX,1.0,Dissatisfied,62,Economy Plus,B787-8,90+,premier silver,Mainline,Long
886,FCX,IAX,1.0,Dissatisfied,62,Economy Plus,B787-8,90+,non-elite,Mainline,Long
886,FCX,IAX,2.0,Dissatisfied,62,Economy,B787-8,90+,,Mainline,Long
885,IAX,FCX,,Unknown,-8,,B787-8,90+,non-elite,Mainline,Long
416,MXX,ORX,,Unknown,-2,Economy,B787-8,90+,,Mainline,Long
416,MXX,ORX,,Unknown,-2,Economy Plus,B787-8,90+,premier silver,Mainline,Long
416,MXX,ORX,,Unknown,-2,Economy,B787-8,90+,,Mainline,Long
416,MXX,ORX,,Unknown,-2,Economy,B787-8,90+,non-elite,Mainline,Long
416,MXX,ORX,5.0,Satisfied,-2,Economy,B787-8,90+,,Mainline,Long
416,MXX,ORX,5.0,Satisfied,-2,Economy,B787-8,90+,,Mainline,Long
416,MXX,ORX,3.0,Dissatisfied,-2,Economy,B787-8,90+,non-elite,Mainline,Long
416,MXX,ORX,5.0,Satisfied,-2,Economy Plus,B787-8,90+,premier silver,Mainline,Long
416,MXX,ORX,,Unknown,-2,Economy,B787-8,90+,,Mainline,Long
416,MXX,ORX,3.0,Dissatisfied,-2,Economy,B787-8,90+,,Mainline,Long
386,EWX,DBX,1.0,Dissatisfied,-21,Economy Plus,B767-300,90+,non-elite,Mainline,Long
386,EWX,DBX,,Unknown,-21,Economy,B767-300,90+,non-elite,Mainline,Long
386,EWX,DBX,,Unknown,-21,Economy Plus,B767-300,90+,non-elite,Mainline,Long
386,EWX,DBX,3.0,Dissatisfied,-21,Economy,B767-300,90+,non-elite,Mainline,Long
954,ORX,MUX,2.0,Dissatisfied,0,Economy,B787-10,90+,non-elite,Mainline,Long
954,ORX,MUX,,Unknown,0,Economy,B787-10,90+,non-elite,Mainline,Long
848,IAX,SCX,3.0,Dissatisfied,-11,Economy,B767-300,90+,,Mainline,Long
848,IAX,SCX,2.0,Dissatisfied,-11,,B767-300,90+,premier silver,Mainline,Long
848,IAX,SCX,,Unknown,-11,,B767-300,90+,premier silver,Mainline,Long
28,DEX,LHX,4.0,Satisfied,5,Economy,B787-9,90+,non-elite,Mainline,Long
263,DEX,LHX,5.0,Satisfied,22,Economy Plus,B787-9,90+,non-elite,Mainline,Long
264,LHX,DEX,1.0,Dissatisfied,4,Economy Plus,B787-9,90+,premier 1k,Mainline,Long
263,DEX,LHX,,Unknown,22,Economy Plus,B787-9,90+,non-elite,Mainline,Long
27,LHX,DEX,2.0,Dissatisfied,-16,Economy Plus,B787-9,80+,non-elite,Mainline,Long
263,DEX,LHX,4.0,Satisfied,22,,B787-9,90+,,Mainline,Long
264,LHX,DEX,2.0,Dissatisfied,4,,B787-9,90+,premier 1k,Mainline,Long
27,LHX,DEX,,Unknown,-16,Economy Plus,B787-9,80+,non-elite,Mainline,Long
28,DEX,LHX,,Unknown,5,,B787-9,90+,non-elite,Mainline,Long
27,LHX,DEX,2.0,Dissatisfied,-16,Economy Plus,B787-9,80+,,Mainline,Long
263,DEX,LHX,1.0,Dissatisfied,22,Economy Plus,B787-9,90+,non-elite,Mainline,Long
28,DEX,LHX,,Unknown,5,Economy,B787-9,90+,non-elite,Mainline,Long
28,DEX,LHX,5.0,Satisfied,5,,B787-9,90+,non-elite,Mainline,Long
263,DEX,LHX,,Unknown,22,,B787-9,90+,non-elite,Mainline,Long
263,DEX,LHX,1.0,Dissatisfied,22,,B787-9,90+,non-elite,Mainline,Long
264,LHX,DEX,2.0,Dissatisfied,4,,B787-9,90+,premier gold,Mainline,Long
263,DEX,LHX,,Unknown,22,,B787-9,90+,,Mainline,Long
263,DEX,LHX,,Unknown,22,Economy Plus,B787-9,90+,non-elite,Mainline,Long
149,GRX,EWX,,Unknown,-12,,B777-200,90+,non-elite,Mainline,Long
150,EWX,GRX,2.0,Dissatisfied,-6,,B777-200,80+,,Mainline,Long
150,EWX,GRX,,Unknown,-6,Economy,B777-200,80+,non-elite,Mainline,Long
149,GRX,EWX,2.0,Dissatisfied,-12,,B777-200,90+,,Mainline,Long
150,EWX,GRX,2.0,Dissatisfied,-6,Economy,B777-200,80+,non-elite,Mainline,Long
149,GRX,EWX,2.0,Dissatisfied,-12,,B777-200,90+,non-elite,Mainline,Long
149,GRX,EWX,,Unknown,-12,,B777-200,90+,,Mainline,Long
972,FCX,ORX,4.0,Satisfied,-28,Economy Plus,B787-8,90+,non-elite,Mainline,Long
972,FCX,ORX,,Unknown,-28,Economy,B787-8,90+,,Mainline,Long
972,FCX,ORX,,Unknown,-28,Economy Plus,B787-8,90+,non-elite,Mainline,Long
972,FCX,ORX,1.0,Dissatisfied,-28,Economy,B787-8,90+,,Mainline,Long
5,LHX,IAX,,Unknown,-39,Economy Plus,B787-9,0 to 70,premier gold,Mainline,Long
5,LHX,IAX,,Unknown,-39,Economy,B787-9,0 to 70,non-elite,Mainline,Long
881,IAX,LHX,,Unknown,-10,Economy Plus,B777-200,90+,premier gold,Mainline,Long
881,IAX,LHX,1.0,Dissatisfied,-10,Economy Plus,B777-200,90+,premier gold,Mainline,Long
5,LHX,IAX,,Unknown,-39,,B787-9,0 to 70,premier platinum,Mainline,Long
881,IAX,LHX,2.0,Dissatisfied,-10,Economy,B777-200,90+,non-elite,Mainline,Long
5,LHX,IAX,2.0,Dissatisfied,-39,,B787-9,0 to 70,premier platinum,Mainline,Long
5,LHX,IAX,3.0,Dissatisfied,-39,Economy Plus,B787-9,0 to 70,premier gold,Mainline,Long
6,IAX,LHX,2.0,Dissatisfied,-18,Economy,B787-9,90+,non-elite,Mainline,Long
881,IAX,LHX,,Unknown,-10,Economy,B777-200,90+,non-elite,Mainline,Long
5,LHX,IAX,4.0,Satisfied,-39,Economy,B787-9,0 to 70,non-elite,Mainline,Long
64,GRX,IAX,1.0,Dissatisfied,11,Economy,B787-9,90+,non-elite,Mainline,Long
63,IAX,GRX,2.0,Dissatisfied,31,,B787-9,90+,non-elite,Mainline,Long
63,IAX,GRX,1.0,Dissatisfied,31,Economy Plus,B787-9,90+,premier platinum,Mainline,Long
126,ATX,EWX,2.0,Dissatisfied,14,Economy Plus,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,4.0,Satisfied,14,Economy Plus,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,3.0,Dissatisfied,14,Economy,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,,Unknown,14,Economy,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,,Unknown,14,,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,,Unknown,14,,B777-200,90+,,Mainline,Long
126,ATX,EWX,,Unknown,14,Economy Plus,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,1.0,Dissatisfied,14,,B777-200,90+,,Mainline,Long
126,ATX,EWX,1.0,Dissatisfied,14,,B777-200,90+,non-elite,Mainline,Long
126,ATX,EWX,2.0,Dissatisfied,14,,B777-200,90+,premier silver,Mainline,Long
126,ATX,EWX,,Unknown,14,,B777-200,90+,premier silver,Mainline,Long
364,EWX,HNX,1.0,Dissatisfied,351,Economy,B767-400,70+,non-elite,Mainline,Long
364,EWX,HNX,,Unknown,351,,B767-400,70+,non-elite,Mainline,Long
363,HNX,EWX,1.0,Dissatisfied,306,Economy Plus,B767-400,0 to 70,premier gold,Mainline,Long
363,HNX,EWX,4.0,Satisfied,306,Economy,B767-400,0 to 70,non-elite,Mainline,Long
364,EWX,HNX,5.0,Satisfied,351,,B767-400,70+,non-elite,Mainline,Long
21,IAX,AMX,,Unknown,-6,,B777-200,90+,non-elite,Mainline,Long
21,IAX,AMX,5.0,Satisfied,-6,,B777-200,90+,non-elite,Mainline,Long
22,AMX,IAX,,Unknown,8,,B777-200,70+,non-elite,Mainline,Long
22,AMX,IAX,1.0,Dissatisfied,8,Economy Plus,B777-200,70+,premier 1k,Mainline,Long
21,IAX,AMX,3.0,Dissatisfied,-6,,B777-200,90+,non-elite,Mainline,Long
21,IAX,AMX,,Unknown,-6,,B777-200,90+,non-elite,Mainline,Long
22,AMX,IAX,1.0,Dissatisfied,8,,B777-200,70+,non-elite,Mainline,Long
21,IAX,AMX,,Unknown,-6,,B777-200,90+,non-elite,Mainline,Long
21,IAX,AMX,4.0,Satisfied,-6,,B777-200,90+,non-elite,Mainline,Long
129,GIX,IAX,,Unknown,0,Economy,B767-300,90+,non-elite,Mainline,Long
129,GIX,IAX,,Unknown,0,Economy Plus,B767-300,90+,premier 1k,Mainline,Long
129,GIX,IAX,2.0,Dissatisfied,0,Economy Plus,B767-300,90+,premier 1k,Mainline,Long
129,GIX,IAX,2.0,Dissatisfied,0,Economy,B767-300,90+,non-elite,Mainline,Long
183,DEX,FRX,2.0,Dissatisfied,37,,B787-9,90+,premier gold,Mainline,Long
182,FRX,DEX,,Unknown,21,Economy,B787-9,90+,,Mainline,Long
182,FRX,DEX,1.0,Dissatisfied,21,Economy,B787-9,90+,,Mainline,Long
183,DEX,FRX,2.0,Dissatisfied,37,Economy,B787-9,90+,non-elite,Mainline,Long
183,DEX,FRX,,Unknown,37,,B787-9,90+,premier gold,Mainline,Long
820,IAX,EZX,5.0,Satisfied,4,,B777-200,90+,,Mainline,Long
820,IAX,EZX,,Unknown,4,,B777-200,90+,,Mainline,Long
819,EZX,IAX,,Unknown,-18,Economy Plus,B777-200,90+,premier gold,Mainline,Long
819,EZX,IAX,4.0,Satisfied,-18,Economy Plus,B777-200,90+,premier gold,Mainline,Long
876,SFX,HNX,3.0,Dissatisfied,-15,,B777-200,0 to 70,premier silver,Mainline,Long
877,HNX,SFX,5.0,Satisfied,-15,,B777-200,80+,premier 1k,Mainline,Long
876,SFX,HNX,,Unknown,-15,,B777-200,0 to 70,premier silver,Mainline,Long
983,IAX,ATX,,Unknown,75,,B787-8,90+,premier silver,Mainline,Long
983,IAX,ATX,,Unknown,75,Economy Plus,B787-8,90+,,Mainline,Long
983,IAX,ATX,,Unknown,75,Economy,B787-8,90+,non-elite,Mainline,Long
983,IAX,ATX,4.0,Satisfied,75,Economy Plus,B787-8,90+,,Mainline,Long
983,IAX,ATX,1.0,Dissatisfied,75,,B787-8,90+,premier silver,Mainline,Long
983,IAX,ATX,4.0,Satisfied,75,Economy,B787-8,90+,non-elite,Mainline,Long
846,ORX,GRX,2.0,Dissatisfied,-3,,B787-9,80+,,Mainline,Long
845,GRX,ORX,2.0,Dissatisfied,11,,B787-9,80+,premier gold,Mainline,Long
846,ORX,GRX,1.0,Dissatisfied,-3,Economy Plus,B787-9,80+,premier gold,Mainline,Long
846,ORX,GRX,1.0,Dissatisfied,-3,,B787-9,80+,non-elite,Mainline,Long
846,ORX,GRX,2.0,Dissatisfied,-3,Economy,B787-9,80+,,Mainline,Long
846,ORX,GRX,,Unknown,-3,Economy Plus,B787-9,80+,premier gold,Mainline,Long
846,ORX,GRX,1.0,Dissatisfied,-3,Economy Plus,B787-9,80+,non-elite,Mainline,Long
845,GRX,ORX,,Unknown,11,,B787-9,80+,premier gold,Mainline,Long
846,ORX,GRX,,Unknown,-3,Economy,B787-9,80+,,Mainline,Long
47,IAX,FRX,4.0,Satisfied,7,,B777-200,90+,,Mainline,Long
47,IAX,FRX,2.0,Dissatisfied,7,Economy,B777-200,90+,non-elite,Mainline,Long
47,IAX,FRX,,Unknown,7,Economy,B777-200,90+,non-elite,Mainline,Long
47,IAX,FRX,,Unknown,7,,B777-200,90+,,Mainline,Long
48,FRX,IAX,,Unknown,-27,,B777-200,90+,premier 1k,Mainline,Long
48,FRX,IAX,4.0,Satisfied,-27,,B777-200,90+,premier 1k,Mainline,Long
940,LHX,SFX,,Unknown,5,,B787-9,70+,non-elite,Mainline,Long
949,SFX,LHX,,Unknown,10,Economy,B777-200,90+,non-elite,Mainline,Long
949,SFX,LHX,1.0,Dissatisfied,10,Economy,B777-200,90+,non-elite,Mainline,Long
901,LHX,SFX,,Unknown,11,,B777-200,70+,global services,Mainline,Long
940,LHX,SFX,2.0,Dissatisfied,5,,B787-9,70+,premier 1k,Mainline,Long
902,SFX,LHX,1.0,Dissatisfied,-27,,B777-200,90+,non-elite,Mainline,Long
950,LHX,SFX,1.0,Dissatisfied,18,Economy,B777-200,0 to 70,non-elite,Mainline,Long
931,SFX,LHX,4.0,Satisfied,-32,,B787-9,90+,,Mainline,Long
931,SFX,LHX,,Unknown,-32,,B787-9,90+,,Mainline,Long
950,LHX,SFX,,Unknown,18,Economy,B777-200,0 to 70,,Mainline,Long
940,LHX,SFX,,Unknown,5,,B787-9,70+,premier 1k,Mainline,Long
950,LHX,SFX,2.0,Dissatisfied,18,,B777-200,0 to 70,non-elite,Mainline,Long
902,SFX,LHX,,Unknown,-27,,B777-200,90+,non-elite,Mainline,Long
940,LHX,SFX,4.0,Satisfied,5,,B787-9,70+,non-elite,Mainline,Long
950,LHX,SFX,,Unknown,18,Economy,B777-200,0 to 70,non-elite,Mainline,Long
950,LHX,SFX,,Unknown,18,,B777-200,0 to 70,non-elite,Mainline,Long
901,LHX,SFX,3.0,Dissatisfied,11,Economy,B777-200,70+,,Mainline,Long
901,LHX,SFX,1.0,Dissatisfied,11,,B777-200,70+,global services,Mainline,Long
901,LHX,SFX,5.0,Satisfied,11,,B777-200,70+,global services,Mainline,Long
950,LHX,SFX,5.0,Satisfied,18,Economy,B777-200,0 to 70,,Mainline,Long
901,LHX,SFX,,Unknown,11,,B777-200,70+,global services,Mainline,Long
161,MUX,IAX,,Unknown,6,Economy,B767-300,70+,,Mainline,Long
103,IAX,MUX,5.0,Satisfied,-12,,B767-300,90+,premier gold,Mainline,Long
161,MUX,IAX,3.0,Dissatisfied,6,Economy,B767-300,70+,,Mainline,Long
614,LOX,IAX,,Unknown,-21,,B787-8,80+,non-elite,Mainline,Long
614,LOX,IAX,5.0,Satisfied,-21,,B787-8,80+,non-elite,Mainline,Long
614,LOX,IAX,,Unknown,-21,,B787-8,80+,,Mainline,Long
614,LOX,IAX,4.0,Satisfied,-21,,B787-8,80+,,Mainline,Long
