route,flight_hour,flight_day,trip_type,sales_channel,num_passengers,purchase_lead,length_of_stay,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
DMKPER,9,Tue,RoundTrip,Internet,1,16,4,0,0,0,5.62,0
DMKPER,7,Wed,RoundTrip,Internet,1,49,4,0,0,0,5.62,0
DMKPER,13,Tue,RoundTrip,Internet,1,2,4,0,0,0,5.62,0
DMKPER,20,Thu,RoundTrip,Internet,2,33,4,1,1,1,5.62,0
DMKPER,23,Sun,RoundTrip,Internet,1,186,4,0,0,0,5.62,0
DMKPER,5,Tue,RoundTrip,Internet,1,8,4,1,0,0,5.62,1
DMKPER,12,Thu,RoundTrip,Internet,1,1,4,1,0,0,5.62,0
DMKPER,14,Thu,RoundTrip,Internet,4,139,4,1,1,0,5.62,0
DMKPER,13,Tue,RoundTrip,Mobile,1,13,4,0,0,0,5.62,0
DMKPER,15,Wed,RoundTrip,Mobile,1,372,4,0,0,0,5.62,0
DMKPER,14,Tue,RoundTrip,Internet,2,4,4,0,0,0,5.62,0
DMKPER,14,Mon,RoundTrip,Internet,4,302,4,1,0,0,5.62,0
DMKPER,5,Sat,RoundTrip,Internet,2,87,4,1,1,1,5.62,1
DMKPER,15,Mon,RoundTrip,Internet,1,31,4,0,0,0,5.62,0
DMKPER,8,Wed,RoundTrip,Internet,1,28,4,0,0,0,5.62,0
DMKPER,9,Wed,RoundTrip,Mobile,1,1,4,0,0,0,5.62,0
DMKPER,10,Sun,RoundTrip,Internet,1,25,4,0,0,0,5.62,0
DMKPER,4,Wed,RoundTrip,Internet,2,10,4,1,0,0,5.62,0
DMKPER,7,Wed,RoundTrip,Internet,2,357,4,0,1,1,5.62,0
DMKPER,12,Sun,RoundTrip,Internet,2,126,4,1,1,1,5.62,1
DMKPER,5,Thu,RoundTrip,Internet,1,33,4,1,1,0,5.62,0
DMKPER,7,Wed,RoundTrip,Internet,1,126,4,1,0,0,5.62,0
DMKPER,3,Mon,RoundTrip,Internet,1,114,4,0,0,1,5.62,0
DMKPER,15,Thu,RoundTrip,Internet,2,392,4,0,0,0,5.62,0
DMKPER,16,Fri,RoundTrip,Internet,1,7,4,0,0,0,5.62,0
DMKPER,11,Sun,RoundTrip,Internet,1,368,4,0,0,0,5.62,0
DMKPER,1,Mon,RoundTrip,Internet,2,31,4,1,1,0,5.62,0
DMKPER,5,Fri,RoundTrip,Internet,1,27,4,0,1,1,5.62,0
DMKPER,10,Sat,RoundTrip,Internet,2,19,4,0,0,0,5.62,0
DMKPER,14,Tue,RoundTrip,Internet,1,36,4,0,0,0,5.62,0
DMKPER,9,Tue,RoundTrip,Internet,1,51,4,0,0,0,5.62,0
DMKPER,9,Fri,RoundTrip,Internet,1,28,4,0,0,0,5.62,0
DMKPER,22,Thu,RoundTrip,Internet,1,1,4,0,0,0,5.62,0
DMKPER,12,Sun,RoundTrip,Internet,2,228,4,0,0,0,5.62,0
DMKPER,2,Tue,RoundTrip,Internet,9,53,4,1,1,1,5.62,0
DMKPUS,3,Mon,RoundTrip,Internet,1,408,4,0,0,0,6.33,0
DMKPUS,11,Tue,RoundTrip,Internet,1,19,4,1,0,0,6.33,0
DMKPUS,17,Sun,RoundTrip,Internet,2,395,4,0,0,0,6.33,0
DMKPUS,10,Wed,RoundTrip,Internet,1,29,4,1,1,0,6.33,0
DMKPUS,0,Mon,RoundTrip,Internet,2,132,4,1,0,0,6.33,0
DMKPUS,23,Sun,RoundTrip,Mobile,1,48,4,0,0,1,6.33,0
DMKPUS,14,Wed,RoundTrip,Internet,3,46,4,1,0,0,6.33,0
DMKPUS,6,Thu,RoundTrip,Internet,1,9,4,0,0,0,6.33,0
DMKPUS,5,Wed,RoundTrip,Internet,2,51,4,1,0,0,6.33,0
DMKPUS,1,Mon,RoundTrip,Internet,2,388,4,0,0,0,6.33,0
DMKPUS,10,Sat,RoundTrip,Internet,1,21,4,0,0,0,6.33,0
DMKPUS,12,Mon,RoundTrip,Internet,2,26,4,0,0,0,6.33,0
DMKPUS,14,Mon,RoundTrip,Internet,2,24,4,0,0,0,6.33,0
DMKPUS,15,Sat,RoundTrip,Internet,1,15,4,0,0,1,6.33,0
DMKPVG,2,Wed,RoundTrip,Mobile,1,57,4,1,0,1,5.33,0
DMKPVG,5,Mon,RoundTrip,Internet,3,325,4,0,0,0,5.33,0
DMKPVG,15,Wed,RoundTrip,Internet,1,18,4,1,1,1,5.33,1
DMKPVG,1,Wed,RoundTrip,Internet,2,371,4,1,0,0,5.33,0
DMKPVG,1,Tue,RoundTrip,Mobile,2,394,4,0,0,0,5.33,0
DMKPVG,6,Wed,RoundTrip,Internet,2,13,4,1,0,0,5.33,0
DMKPVG,3,Mon,RoundTrip,Internet,1,25,4,0,0,0,5.33,0
DMKPVG,17,Sat,RoundTrip,Internet,1,235,4,0,0,0,5.33,0
DMKPVG,18,Sat,RoundTrip,Internet,4,303,4,1,0,0,5.33,0
DMKPVG,9,Thu,RoundTrip,Internet,2,9,4,1,0,0,5.33,0
DMKSYD,22,Sat,RoundTrip,Internet,1,29,4,0,0,0,8.58,0
DMKSYD,23,Sun,RoundTrip,Internet,1,75,4,0,0,1,8.58,0
DMKSYD,4,Sat,RoundTrip,Internet,1,40,4,0,0,1,8.58,1
DMKSYD,8,Wed,RoundTrip,Mobile,1,21,4,0,0,1,8.58,0
DMKSYD,4,Mon,RoundTrip,Internet,1,88,4,0,0,0,8.58,0
DMKSYD,11,Fri,RoundTrip,Internet,1,53,4,1,0,1,8.58,0
DMKSYD,7,Fri,RoundTrip,Internet,3,61,4,1,1,1,8.58,0
DMKSYD,11,Sun,RoundTrip,Internet,3,8,4,0,0,0,8.58,0
DMKSYD,11,Sun,RoundTrip,Mobile,1,11,4,0,0,0,8.58,1
DMKSYD,6,Mon,RoundTrip,Internet,1,248,4,0,0,1,8.58,0
DMKSYD,4,Mon,RoundTrip,Internet,2,17,4,1,0,0,8.58,0
DMKSYD,2,Mon,RoundTrip,Internet,1,3,4,0,0,0,8.58,0
DMKSYD,8,Mon,RoundTrip,Internet,2,258,4,1,1,0,8.58,0
DMKSYD,11,Mon,RoundTrip,Internet,1,17,4,1,0,0,8.58,0
DMKSYD,15,Tue,RoundTrip,Internet,1,135,4,0,1,1,8.58,0
DMKSYD,17,Mon,RoundTrip,Internet,1,23,4,0,1,1,8.58,0
DMKSYD,9,Tue,RoundTrip,Internet,1,16,4,0,0,0,8.58,1
DMKSYD,14,Tue,RoundTrip,Internet,1,2,4,1,0,0,8.58,0
DMKSYD,23,Sun,RoundTrip,Internet,1,52,4,0,0,0,8.58,0
DMKSYD,23,Mon,RoundTrip,Internet,1,95,4,0,0,0,8.58,0
DMKSYD,21,Fri,RoundTrip,Internet,1,71,4,0,0,0,8.58,0
DMKSYD,13,Fri,RoundTrip,Internet,1,28,4,0,0,0,8.58,0
DMKSYD,10,Fri,RoundTrip,Internet,1,11,4,0,0,0,8.58,0
DMKSYD,3,Sun,RoundTrip,Internet,2,48,4,0,0,0,8.58,0
DMKSYD,5,Thu,RoundTrip,Internet,1,21,4,0,0,0,8.58,0
DMKSYD,15,Wed,RoundTrip,Internet,2,39,4,0,0,1,8.58,0
DMKSYD,1,Sat,RoundTrip,Mobile,1,24,4,0,0,0,8.58,0
DMKSYD,8,Wed,RoundTrip,Internet,1,21,4,0,0,0,8.58,0
DMKSYD,13,Sat,RoundTrip,Internet,8,26,4,1,0,1,8.58,0
DMKSYD,10,Fri,RoundTrip,Internet,1,50,4,0,0,0,8.58,0
DMKSYD,22,Mon,RoundTrip,Internet,1,144,4,1,1,1,8.58,1
DMKSYD,7,Sat,RoundTrip,Internet,1,4,4,0,0,0,8.58,0
DMKSYD,23,Sun,RoundTrip,Internet,1,75,4,0,0,1,8.58,0
DMKSYD,23,Sun,RoundTrip,Internet,1,75,4,0,0,1,8.58,0
DMKSYD,8,Wed,RoundTrip,Internet,1,7,4,0,0,0,8.58,0
DMKSYD,13,Wed,RoundTrip,Internet,1,49,4,1,1,1,8.58,0
DMKTPE,21,Wed,RoundTrip,Internet,1,36,4,0,0,0,4.67,0
DMKTPE,0,Mon,RoundTrip,Internet,2,185,4,1,1,0,4.67,0
DMKTPE,6,Tue,RoundTrip,Mobile,1,39,4,0,0,0,4.67,0
DMKTPE,10,Mon,RoundTrip,Internet,2,95,4,0,0,0,4.67,0
DMKTPE,9,Tue,RoundTrip,Internet,1,26,4,1,0,0,4.67,0
DMKTPE,9,Thu,RoundTrip,Internet,2,69,4,1,0,0,4.67,0
DMKTPE,15,Mon,RoundTrip,Mobile,1,123,4,0,0,0,4.67,0
DMKTPE,17,Sun,RoundTrip,Internet,4,338,4,1,0,0,4.67,0
DMKTPE,15,Fri,RoundTrip,Mobile,1,124,4,1,0,1,4.67,0
DMKTPE,9,Wed,RoundTrip,Internet,1,205,4,0,0,0,4.67,1
DMKTPE,17,Wed,RoundTrip,Mobile,2,233,4,1,0,0,4.67,1
DMKTPE,12,Sun,RoundTrip,Internet,1,41,4,0,0,0,4.67,0
DMKTPE,2,Tue,RoundTrip,Internet,2,105,4,1,0,0,4.67,0
DMKTPE,15,Sun,RoundTrip,Internet,4,165,4,0,0,0,4.67,0
DMKTPE,8,Sun,RoundTrip,Mobile,1,171,4,0,0,0,4.67,0
DMKTPE,11,Fri,RoundTrip,Internet,1,15,4,0,0,0,4.67,0
DMKTPE,7,Wed,RoundTrip,Internet,1,205,4,1,0,0,4.67,1
DMKTPE,16,Tue,RoundTrip,Internet,2,400,4,1,0,0,4.67,0
DMKTPE,8,Thu,RoundTrip,Internet,2,21,4,1,0,0,4.67,0
DMKTPE,9,Mon,RoundTrip,Mobile,1,66,4,0,0,0,4.67,0
DMKTPE,4,Wed,RoundTrip,Internet,1,37,4,1,1,1,4.67,0
DMKTPE,9,Sun,RoundTrip,Internet,1,2,4,0,0,0,4.67,0
DMKTPE,8,Fri,RoundTrip,Internet,1,13,4,0,0,0,4.67,0
DMKTPE,16,Fri,RoundTrip,Internet,1,45,4,1,1,0,4.67,0
DMKTPE,14,Wed,RoundTrip,Internet,1,22,4,0,0,0,4.67,0
DPSHGH,2,Fri,RoundTrip,Mobile,7,276,4,1,0,1,5.07,0
DPSHGH,6,Tue,RoundTrip,Internet,2,48,4,1,0,0,5.07,0
DPSHGH,14,Mon,RoundTrip,Internet,2,67,4,1,0,0,5.07,0
DPSHGH,13,Tue,RoundTrip,Internet,2,90,4,1,0,0,5.07,1
DPSHGH,0,Mon,RoundTrip,Internet,3,228,4,0,0,0,5.07,0
DPSHGH,15,Sat,RoundTrip,Mobile,3,79,4,1,1,1,5.07,1
DPSHGH,1,Tue,RoundTrip,Internet,2,52,4,0,1,1,5.07,1
DPSHND,6,Mon,RoundTrip,Internet,1,108,4,0,0,0,7.57,0
DPSHND,13,Thu,RoundTrip,Mobile,2,155,4,0,0,0,7.57,0
DPSHND,3,Mon,RoundTrip,Mobile,2,38,4,1,0,0,7.57,0
DPSHND,13,Fri,RoundTrip,Internet,3,37,4,0,0,0,7.57,0
DPSHND,3,Fri,RoundTrip,Internet,2,132,4,1,0,0,7.57,1
DPSHND,8,Wed,RoundTrip,Internet,3,15,4,0,0,0,7.57,0
DPSHND,0,Thu,RoundTrip,Mobile,2,69,4,1,0,1,7.57,0
DPSHND,3,Thu,RoundTrip,Internet,1,13,4,1,0,0,7.57,0
DPSHND,13,Tue,RoundTrip,Internet,1,78,4,1,0,0,7.57,0
DPSHND,7,Tue,RoundTrip,Internet,2,40,4,1,0,0,7.57,0
DPSHND,0,Thu,RoundTrip,Internet,2,16,4,0,0,0,7.57,0
DPSHND,6,Sat,RoundTrip,Internet,1,78,4,0,0,0,7.57,1
DPSHND,19,Sun,RoundTrip,Internet,1,27,4,1,1,1,7.57,0
DPSHND,5,Thu,RoundTrip,Internet,1,74,4,0,0,1,7.57,0
DPSHND,14,Thu,RoundTrip,Internet,1,163,4,0,0,0,7.57,0
DPSHND,10,Mon,RoundTrip,Internet,2,75,4,0,1,1,7.57,0
DPSHND,3,Sat,RoundTrip,Internet,2,45,4,1,0,0,7.57,1
DPSHND,15,Thu,RoundTrip,Internet,2,137,4,0,0,0,7.57,0
DPSHND,13,Sun,RoundTrip,Internet,2,248,4,1,0,0,7.57,0
DPSHND,1,Mon,RoundTrip,Internet,2,33,4,1,1,0,7.57,0
DPSHND,14,Thu,RoundTrip,Internet,1,57,4,0,0,1,7.57,0
DPSHND,7,Wed,RoundTrip,Internet,2,49,4,0,0,0,7.57,0
DPSHND,12,Sat,RoundTrip,Internet,2,77,4,1,1,0,7.57,1
DPSHND,12,Sun,RoundTrip,Internet,9,31,4,1,1,1,7.57,0
DPSHND,3,Sun,RoundTrip,Mobile,1,67,4,1,0,0,7.57,0
DPSHND,9,Sun,RoundTrip,Internet,1,333,4,0,0,0,7.57,0
DPSHND,15,Wed,RoundTrip,Internet,2,102,4,1,1,1,7.57,0
DPSHND,13,Mon,RoundTrip,Internet,2,55,4,1,1,0,7.57,0
DPSHND,1,Sun,RoundTrip,Internet,2,36,4,0,0,1,7.57,0
DPSHND,12,Thu,RoundTrip,Mobile,1,5,4,0,0,0,7.57,0
DPSHND,5,Sun,RoundTrip,Internet,1,94,4,1,1,0,7.57,0
DPSHND,9,Sat,RoundTrip,Internet,1,34,4,0,0,1,7.57,0
DPSHND,6,Sat,RoundTrip,Mobile,1,95,4,0,0,0,7.57,0
DPSHND,13,Thu,RoundTrip,Internet,2,67,4,0,0,0,7.57,0
DPSHND,13,Sun,RoundTrip,Internet,1,32,4,1,1,1,7.57,0
DPSHND,15,Fri,RoundTrip,Internet,1,188,4,0,1,0,7.57,0
DPSHND,13,Thu,RoundTrip,Internet,1,49,4,0,0,0,7.57,0
DPSHND,7,Fri,RoundTrip,Mobile,1,72,4,1,0,1,7.57,0
DPSHND,5,Sun,RoundTrip,Internet,3,54,4,1,0,1,7.57,0
DPSHND,1,Wed,RoundTrip,Internet,1,75,4,0,0,0,7.57,0
DPSHND,16,Tue,OneWay,Internet,1,130,4,0,0,0,7.57,0
DPSHND,5,Sun,RoundTrip,Internet,3,54,4,1,0,1,7.57,0
DPSHND,2,Wed,RoundTrip,Internet,1,44,4,0,0,0,7.57,0
DPSHND,17,Sun,RoundTrip,Internet,2,158,4,0,0,0,7.57,0
DPSHND,13,Sun,RoundTrip,Internet,2,204,4,1,1,1,7.57,0
DPSHND,15,Fri,RoundTrip,Internet,1,53,4,0,0,1,7.57,0
DPSHND,8,Sat,RoundTrip,Internet,1,86,4,1,1,1,7.57,0
DPSHND,7,Sat,RoundTrip,Mobile,1,60,4,1,1,1,7.57,0
DPSHND,23,Sun,RoundTrip,Internet,1,91,4,1,0,0,7.57,0
DPSHND,12,Wed,RoundTrip,Internet,4,52,4,1,0,0,7.57,0
DPSHND,6,Thu,RoundTrip,Internet,1,55,4,0,1,1,7.57,0
DPSHND,9,Sun,RoundTrip,Internet,1,63,4,1,0,0,7.57,0
DPSHND,7,Sun,RoundTrip,Mobile,1,14,4,1,0,0,7.57,0
DPSHND,1,Sat,RoundTrip,Internet,2,86,4,1,1,0,7.57,0
DPSHND,2,Mon,RoundTrip,Internet,1,68,4,1,1,0,7.57,0
DPSHND,2,Fri,RoundTrip,Internet,2,23,4,1,0,0,7.57,1
DPSHND,15,Mon,RoundTrip,Internet,2,33,4,0,0,0,7.57,0
DPSHND,14,Fri,RoundTrip,Internet,2,89,4,1,1,1,7.57,0
DPSHND,7,Wed,RoundTrip,Internet,2,50,4,1,0,1,7.57,0
DPSHND,23,Sat,RoundTrip,Internet,3,416,4,1,1,1,7.57,0
DPSHND,0,Tue,RoundTrip,Internet,1,62,4,0,0,1,7.57,1
DPSHND,12,Wed,RoundTrip,Internet,1,109,4,1,1,1,7.57,1
DPSHND,12,Thu,RoundTrip,Internet,1,97,4,0,0,0,7.57,0
DPSICN,17,Sat,RoundTrip,Internet,1,94,4,0,0,0,6.62,0
DPSICN,14,Sat,RoundTrip,Internet,1,124,4,0,1,1,6.62,0
DPSICN,11,Thu,RoundTrip,Internet,2,83,4,0,0,0,6.62,0
DPSICN,4,Mon,RoundTrip,Internet,1,183,4,1,1,1,6.62,0
DPSICN,5,Thu,RoundTrip,Internet,4,181,4,1,1,0,6.62,0
DPSICN,7,Thu,RoundTrip,Mobile,2,30,4,1,1,1,6.62,1
DPSICN,12,Tue,RoundTrip,Internet,1,150,4,0,0,0,6.62,0
DPSICN,6,Tue,RoundTrip,Internet,3,261,4,1,0,1,6.62,0
DPSICN,18,Sat,RoundTrip,Internet,2,166,4,0,0,0,6.62,0
DPSICN,4,Wed,RoundTrip,Mobile,2,61,4,1,0,0,6.62,1
DPSICN,13,Mon,RoundTrip,Internet,1,220,4,1,0,0,6.62,0
DPSICN,4,Mon,RoundTrip,Mobile,2,52,4,0,0,1,6.62,0
DPSICN,2,Fri,RoundTrip,Internet,2,25,4,0,0,1,6.62,0
DPSICN,3,Wed,RoundTrip,Mobile,1,57,4,0,0,0,6.62,0
DPSICN,18,Sat,RoundTrip,Internet,1,17,4,1,0,1,6.62,0
DPSICN,14,Thu,RoundTrip,Internet,1,102,4,0,0,1,6.62,0
DPSICN,4,Mon,RoundTrip,Internet,1,87,4,0,0,0,6.62,0
DPSICN,9,Tue,RoundTrip,Internet,7,355,4,1,0,0,6.62,0
DPSICN,3,Mon,RoundTrip,Internet,2,87,4,1,0,0,6.62,0
DPSICN,13,Fri,RoundTrip,Mobile,1,32,4,0,0,0,6.62,0
DPSICN,2,Wed,RoundTrip,Internet,2,54,4,0,0,0,6.62,0
DPSICN,16,Tue,RoundTrip,Internet,1,400,4,0,1,0,6.62,0
DPSICN,7,Mon,RoundTrip,Internet,2,211,4,1,0,0,6.62,0
DPSICN,7,Sat,RoundTrip,Internet,3,195,4,1,0,1,6.62,0
DPSICN,16,Thu,RoundTrip,Internet,3,152,4,1,0,1,6.62,0
DPSICN,17,Mon,RoundTrip,Internet,2,120,4,0,1,1,6.62,1
DPSICN,1,Mon,RoundTrip,Internet,3,327,4,0,1,0,6.62,1
DPSICN,1,Mon,RoundTrip,Internet,2,194,4,1,1,1,6.62,0
DPSICN,6,Thu,RoundTrip,Internet,1,6,4,0,0,0,6.62,0
DPSICN,15,Sun,RoundTrip,Internet,2,137,4,1,0,0,6.62,0
DPSICN,1,Sun,RoundTrip,Internet,2,16,4,1,0,1,6.62,1
DPSICN,23,Thu,RoundTrip,Internet,4,28,4,1,1,1,6.62,0
DPSICN,9,Thu,RoundTrip,Internet,2,73,4,0,0,0,6.62,0
DPSICN,4,Thu,RoundTrip,Internet,1,265,4,1,0,0,6.62,0
DPSICN,15,Tue,RoundTrip,Internet,2,108,4,0,0,0,6.62,0
DPSICN,6,Tue,RoundTrip,Internet,1,32,4,0,0,0,6.62,0
DPSICN,15,Sun,RoundTrip,Internet,2,106,4,1,1,1,6.62,0
DPSICN,12,Wed,RoundTrip,Internet,2,86,4,1,0,0,6.62,0
DPSICN,11,Thu,RoundTrip,Internet,1,265,4,0,0,0,6.62,0
DPSICN,9,Wed,RoundTrip,Internet,2,10,4,1,0,0,6.62,0
DPSICN,4,Tue,RoundTrip,Internet,1,34,4,0,0,0,6.62,0
DPSICN,2,Sat,RoundTrip,Internet,2,138,4,1,0,0,6.62,0
DPSICN,13,Sun,CircleTrip,Internet,4,35,4,1,1,0,6.62,0
DPSICN,12,Fri,RoundTrip,Mobile,2,167,4,1,0,1,6.62,1
DPSICN,7,Mon,RoundTrip,Internet,4,114,4,1,0,0,6.62,0
DPSICN,13,Sun,RoundTrip,Internet,2,36,4,1,1,0,6.62,0
DPSICN,7,Tue,RoundTrip,Internet,1,6,4,0,0,0,6.62,0
DPSICN,8,Mon,RoundTrip,Internet,3,6,4,0,0,0,6.62,0
DPSICN,2,Wed,RoundTrip,Internet,2,76,4,1,0,0,6.62,0
DPSICN,3,Wed,RoundTrip,Internet,1,25,4,1,0,0,6.62,0
DPSICN,14,Thu,RoundTrip,Internet,2,101,4,1,0,0,6.62,0
DPSICN,10,Tue,RoundTrip,Internet,1,208,4,0,1,0,6.62,0
DPSICN,13,Mon,RoundTrip,Internet,1,86,4,1,0,1,6.62,0
DPSICN,22,Fri,RoundTrip,Mobile,3,158,4,0,0,0,6.62,0
DPSICN,10,Tue,RoundTrip,Internet,1,35,4,1,1,1,6.62,0
DPSICN,15,Wed,RoundTrip,Internet,1,13,4,0,0,1,6.62,0
DPSICN,8,Sat,RoundTrip,Internet,2,112,4,0,0,1,6.62,0
DPSICN,23,Sun,RoundTrip,Internet,3,170,4,1,1,1,6.62,0
DPSICN,15,Sat,RoundTrip,Internet,1,47,4,1,0,0,6.62,0
DPSICN,8,Tue,RoundTrip,Internet,1,349,4,1,0,0,6.62,0
DPSICN,13,Sun,RoundTrip,Mobile,1,75,4,0,1,0,6.62,0
DPSICN,1,Wed,RoundTrip,Mobile,2,161,4,0,0,1,6.62,0
DPSICN,0,Tue,RoundTrip,Mobile,3,211,4,1,0,1,6.62,0
DPSICN,15,Sat,RoundTrip,Mobile,1,111,4,1,0,1,6.62,0
DPSICN,4,Sat,RoundTrip,Mobile,2,141,4,0,0,0,6.62,0
DPSICN,16,Tue,RoundTrip,Internet,4,176,4,1,0,1,6.62,0
DPSICN,13,Wed,RoundTrip,Internet,1,107,4,0,0,0,6.62,1
DPSICN,14,Sun,RoundTrip,Internet,2,163,4,1,0,0,6.62,0
DPSICN,13,Wed,RoundTrip,Internet,2,24,4,0,0,0,6.62,0
DPSICN,7,Thu,RoundTrip,Internet,2,95,4,0,0,0,6.62,0
DPSICN,3,Thu,RoundTrip,Internet,2,25,4,0,1,0,6.62,0
DPSICN,2,Thu,RoundTrip,Internet,2,115,4,1,0,1,6.62,1
DPSICN,1,Sun,RoundTrip,Internet,2,169,4,1,0,0,6.62,0
DPSICN,4,Thu,RoundTrip,Internet,2,185,4,1,0,0,6.62,0
DPSICN,13,Tue,RoundTrip,Mobile,3,155,4,0,0,0,6.62,0
DPSICN,10,Sat,RoundTrip,Internet,2,81,4,1,0,0,6.62,0
DPSICN,18,Wed,RoundTrip,Internet,2,99,4,0,0,0,6.62,0
DPSICN,14,Mon,RoundTrip,Internet,2,45,4,0,1,0,6.62,0
DPSICN,16,Wed,RoundTrip,Internet,1,6,4,1,0,1,6.62,0
DPSICN,7,Mon,RoundTrip,Internet,7,89,4,0,0,1,6.62,0
DPSICN,14,Wed,RoundTrip,Mobile,1,97,4,0,0,0,6.62,0
DPSICN,16,Sun,RoundTrip,Internet,2,285,4,1,0,0,6.62,0
DPSICN,15,Mon,RoundTrip,Internet,2,75,4,0,0,0,6.62,0
DPSICN,17,Mon,RoundTrip,Internet,2,102,4,0,0,0,6.62,0
DPSICN,13,Mon,RoundTrip,Internet,3,33,4,1,1,0,6.62,0
DPSICN,7,Wed,RoundTrip,Internet,2,159,4,1,1,1,6.62,1
DPSICN,3,Tue,RoundTrip,Internet,2,38,4,0,0,0,6.62,0
DPSICN,5,Wed,RoundTrip,Internet,1,155,4,0,0,0,6.62,0
DPSICN,2,Sat,RoundTrip,Internet,3,159,4,0,1,1,6.62,0
DPSICN,14,Wed,RoundTrip,Mobile,1,61,4,0,0,0,6.62,0
DPSICN,11,Tue,RoundTrip,Internet,2,62,4,1,1,1,6.62,0
DPSICN,9,Sat,RoundTrip,Internet,6,111,4,1,0,1,6.62,0
DPSICN,4,Sun,RoundTrip,Internet,1,96,4,0,0,0,6.62,1
DPSICN,17,Sat,RoundTrip,Internet,1,44,4,1,0,0,6.62,0
DPSICN,5,Mon,RoundTrip,Internet,2,33,4,0,0,0,6.62,0
DPSICN,3,Sun,RoundTrip,Mobile,1,186,4,0,0,0,6.62,0
DPSICN,14,Sat,RoundTrip,Internet,4,325,4,1,0,1,6.62,0
DPSICN,14,Wed,RoundTrip,Mobile,2,48,4,1,0,0,6.62,0
DPSICN,16,Fri,RoundTrip,Internet,1,63,4,0,0,0,6.62,0
DPSICN,10,Wed,RoundTrip,Internet,1,6,4,1,0,1,6.62,0
DPSICN,10,Mon,RoundTrip,Internet,1,7,4,0,0,0,6.62,0
DPSICN,3,Tue,RoundTrip,Internet,2,83,4,1,1,1,6.62,0
DPSICN,1,Fri,RoundTrip,Internet,2,170,4,1,1,0,6.62,0
DPSICN,4,Tue,RoundTrip,Internet,2,359,4,0,0,0,6.62,0
DPSICN,17,Mon,RoundTrip,Internet,2,37,4,1,1,0,6.62,0
DPSICN,6,Tue,RoundTrip,Internet,1,16,4,1,1,1,6.62,0
DPSICN,3,Tue,RoundTrip,Internet,1,49,4,1,0,1,6.62,0
DPSICN,13,Mon,RoundTrip,Internet,2,19,4,0,1,0,6.62,0
DPSICN,0,Wed,RoundTrip,Internet,2,42,4,1,0,0,6.62,1
DPSICN,3,Mon,RoundTrip,Internet,2,150,4,0,0,0,6.62,0
DPSICN,7,Tue,RoundTrip,Internet,2,17,4,0,1,0,6.62,0
DPSICN,6,Tue,RoundTrip,Internet,1,21,4,0,0,0,6.62,0
DPSICN,6,Tue,RoundTrip,Internet,2,121,4,0,0,0,6.62,0
DPSICN,5,Fri,RoundTrip,Internet,2,29,4,1,0,0,6.62,0
DPSICN,13,Tue,RoundTrip,Internet,2,63,4,1,1,0,6.62,0
DPSICN,2,Sat,RoundTrip,Internet,1,159,4,1,1,1,6.62,0
DPSICN,4,Tue,RoundTrip,Internet,4,297,4,0,0,0,6.62,0
DPSICN,11,Wed,RoundTrip,Internet,2,74,4,1,0,1,6.62,0
DPSICN,13,Sun,RoundTrip,Internet,2,148,4,1,0,0,6.62,0
DPSICN,5,Tue,RoundTrip,Internet,2,150,4,1,0,0,6.62,0
DPSICN,6,Sat,RoundTrip,Internet,1,29,4,0,1,0,6.62,0
DPSICN,5,Tue,RoundTrip,Internet,1,32,4,0,0,0,6.62,0
DPSICN,13,Fri,RoundTrip,Mobile,2,41,4,1,1,0,6.62,0
DPSICN,14,Wed,RoundTrip,Internet,2,53,4,1,1,1,6.62,0
DPSICN,8,Tue,RoundTrip,Internet,4,404,4,1,1,0,6.62,0
DPSICN,15,Tue,RoundTrip,Internet,1,187,4,0,0,0,6.62,0
DPSICN,11,Tue,RoundTrip,Internet,1,21,4,0,0,1,6.62,0
DPSICN,4,Mon,RoundTrip,Internet,1,14,4,1,0,0,6.62,0
DPSICN,23,Fri,RoundTrip,Internet,1,49,4,0,0,0,6.62,0
DPSICN,11,Mon,RoundTrip,Internet,2,98,4,0,0,0,6.62,0
DPSICN,16,Tue,RoundTrip,Internet,5,41,4,1,1,0,6.62,1
DPSICN,6,Wed,RoundTrip,Internet,5,33,4,0,0,0,6.62,0
DPSICN,3,Tue,RoundTrip,Internet,4,245,4,0,0,1,6.62,1
DPSKIX,14,Wed,RoundTrip,Mobile,1,21,4,0,0,0,7.0,0
DPSKIX,4,Sun,RoundTrip,Internet,2,35,4,1,1,0,7.0,1
DPSKIX,14,Wed,RoundTrip,Internet,2,337,4,0,0,0,7.0,0
DPSKIX,7,Tue,RoundTrip,Internet,5,44,4,0,0,0,7.0,0
DPSKIX,8,Thu,RoundTrip,Internet,1,79,4,1,0,0,7.0,0
DPSKIX,1,Tue,RoundTrip,Internet,1,253,4,1,0,0,7.0,1
DPSKIX,15,Wed,RoundTrip,Internet,2,130,4,0,0,0,7.0,0
DPSKIX,12,Thu,RoundTrip,Internet,2,44,4,0,0,0,7.0,0
DPSKIX,19,Fri,RoundTrip,Internet,1,9,4,1,0,1,7.0,1
DPSKIX,14,Mon,RoundTrip,Internet,1,50,4,1,1,0,7.0,0
DPSKIX,4,Sun,RoundTrip,Internet,1,70,4,1,0,1,7.0,1
DPSKIX,16,Fri,RoundTrip,Internet,2,43,4,1,0,0,7.0,0
