flight_number,origin_station_code,destination_station_code,scheduled_departure_date,verbatim_text,sentiments
1965,IAX,SEX,2022-09-08,Good selection in business class.,Neutral
1990,IAX,ORX,2022-09-09,Sandwiches.,Neutral
28,DEX,LHX,2022-09-09,Better coffee.,Neutral
183,DEX,FRX,2022-09-09,The food was very basic. I would like to see more green veggies as well.,Neutral
103,IAX,MUX,2022-09-05,I would have liked a a lettuce salad as part of the dinner rather than noodles. And breakfast sausage was a bit spicy - would have preferred a quiche.,Neutral
1899,DEX,ORX,2022-09-10,You did not serve nut mix or snack with beverages before dinner was served.,Neutral
20,EWX,MXX,2022-09-10,No option available for food. Only vegetarian and not something I like. Other people like me return it and not consumed.,Neutral
1723,OGX,SFX,2022-09-10,No. I understand I have to give up great snacks for an acceptable purchase price.,Neutral
1946,MSX,DEX,2022-09-10,When flying in economy plus. i would like to see liquor options offered for free.,Neutral
2193,ORX,SNX,2022-09-09,2nd offering of snacks would have been nice lime Southwest does.,Neutral
4629,DEX,CVX,2022-09-10,More coffee.,Neutral
2365,LGX,ORX,2022-09-10,A bit pricey.,Neutral
5921,SFX,BUX,2022-09-10,Need a snack.,Neutral
966,NAX,EWX,2022-09-11,Need to restore pre-pandemic Polaris service to be competitive.,Neutral
943,IAX,LIX,2022-09-10,Strange choices for breakfast…chicken sausage or ricotta pancakes ….,Negative
2070,IAX,IAX,2022-09-11,The burger was too hot. It [burger] should not be served in those porcelain trays because they get too hot.,Neutral
126,ATX,EWX,2022-09-11,More beer options. A snack would have been nice.,Neutral
1073,BJX,IAX,2022-09-07,Would have liked fruit snacks or a protein bar.,Negative
27,LHX,DEX,2022-09-12,The pretzel roll was delicious.,Neutral
27,LHX,DEX,2022-09-12,Please offer a more diverse beer selection. !!.,Neutral
718,IAX,DEX,2022-09-12,"as noted before - two recent meals I have had on UA international flights were the worst meals I have ever had on an airline. i realize you economize on everything in economy, but honestly you should do better!.",Neutral
718,IAX,DEX,2022-09-12,Thanks for supporting Vets - Anthem. $10 for Baileys seems a bit high. I think I had the Takeoff box - good.,Neutral
2364,DEX,EWX,2022-09-12,"I just wish that dinner is serve for free just like it used to be, that is all!.",Neutral
820,IAX,EZX,2022-09-12,The breakfast was very little and the food too. I do not consume dairy.,Neutral
20,EWX,MXX,2022-09-12,"Breakfast menu could be improved. Simple egg, cereal, yogurt, fruit & roll. I choose pancakes which were too heavy & sweet. I did eat the yogurt & fruit which was also on the tray.",Neutral
20,EWX,MXX,2022-09-12,"The wine (chardonnay) was probably the worst I have ever tasted. I had asked for bubbles. there was no Champagne nor prosecco or franciacorta. My food selection was vegetarian, not vegan. yet I was not given the eggs breakfast option. At lunch I was given, besides the rest of the food, a yoghurt (?). that is more appropriate for a breakfast. The mango sorbet was pleasant.",Neutral
501,INX,SFX,2022-09-12,No.,Neutral
161,MUX,IAX,2022-09-13,"It would be nice to serve better wines. They were ok, but not of the quality of other carriers.",Neutral
1439,EWX,DEX,2022-09-11,"I was only offered water once on the flight. I wanted some coffee before landing (about an hour) but the flight attendant only asked the row ahead of me, and never asked me. The flight was almost 4 hours so she should have offered. come by at least a few times. Not sure why that happened but I finally gave up waiting.",Neutral
6092,IAX,ATX,2022-09-12,muy bien todo.,Neutral
1050,CUX,EWX,2022-09-13,More variety.,Neutral
227,BOX,IAX,2022-09-13,Our only comment on the food is that to us this morning flight seems due for a menu refresh.,Neutral
227,BOX,IAX,2022-09-13,I think that in 1st class there should at least be some kind of bread offered with a breakfast menu.,Neutral
2038,EWX,ATX,2022-09-13,no.,Neutral
885,IAX,FCX,2022-09-13,Taste of chicken not good too limon pls change.,Neutral
1555,DEX,LGX,2022-09-13,Good should be provided on a longer flight.,Neutral
1482,SNX,IAX,2022-09-12,Delicious!.,Neutral
1841,DEX,IAX,2022-09-12,none.,Neutral
988,ORX,CDX,2022-09-14,The quality of the food went down vs what was proposed before the pandemic. Many other companies offer now better food experience than United.,Neutral
3544,EWX,PWX,2022-09-14,A bottle of water would have been a good idea.,Negative
964,BEX,EWX,2022-09-14,Ran out of nuts and did not get any. Seemed they were also short on entrees but i got what i wanted.,Neutral
3572,FSX,ORX,2022-09-13,no.,Neutral
393,ORX,CLX,2022-09-14,No food was offered.,Neutral
1100,SJX,IAX,2022-09-15,Just make bigger portions.,Neutral
872,SFX,TPX,2022-09-15,Everything is good.,Neutral
872,SFX,TPX,2022-09-15,The meal tasted better than I expected.,Neutral
385,DEX,HNX,2022-09-15,It was excellent!!!.,Neutral
1738,LAX,AUX,2022-09-15,Sparkling water.,Neutral
3897,ORX,DAX,2022-09-12,too much ice put in the cups which means you barely get any decent volume of the beverage itself need to give at least TWO bags of those tiny-sized snacks.,Neutral
992,BCX,IAX,2022-09-15,beer selection was not very good.,Neutral
364,EWX,HNX,2022-09-15,"First class food just is not as good as what i get on Delta, seems too ""instant"" and packaged.",Neutral
57,CDX,EWX,2022-09-15,The food was not good.,Neutral
57,CDX,EWX,2022-09-15,"Yes, honestly, it was unexpectedly good!. It was so much better then I remembered.",Neutral
57,CDX,EWX,2022-09-15,White wine has gone off in big bottles - and for premium we felt we could be offered a small glass of champagne.,Neutral
1265,OMX,DEX,2022-09-16,She gave me the whole can!.,Negative
280,ORX,SYX,2022-09-16,Transparency accuracy take care of your consumers.,Neutral
373,HNX,SFX,2022-09-16,I want to be able to pre order within 24 hours not 4days in advance.,Neutral
5930,IDX,DEX,2022-09-16,"I definitely got food poisoning. Let me explain the ‘neutral’ rating for an experience that was very truly a dissatisfying experience. I was shocked at the shift in food offerings and beverages. United is very clearly trying super hard to understand and better-serve customers. That is obviously outstanding. Food poisoning was an offset to the experience, as I am sure you can appreciate.",Neutral
465,DEX,BUX,2022-09-16,Water was my option as Tea was not provided with Hot Water and bag of tea.,Neutral
1726,SFX,OGX,2022-09-17,1 very small pre-wrapped cookie did not do much for snack. for 1st class I think the food should have been so much better. seemed very stingy!.,Neutral
2164,RDX,ORX,2022-09-17,I think a can of Sprite instead of a bitty glass would be appropriate.,Neutral
1548,ORX,MEX,2022-09-16,"Cookies, wine.",Neutral
1532,CLX,CUX,2022-09-17,Why do I have to choose between snacks. Why not offering both or a variety of others?.,Neutral
3773,IAX,YOX,2022-09-17,Snack bar as in CRJ-550 would be better.,Neutral
1723,OGX,SFX,2022-09-17,Please cease serving yogurt on long flights. People in my cabin got gas and farted throughout the flight. It was smelly. The food choices were mediocre compared to Delta. That is my main complaint.,Neutral
2189,DEX,FLX,2022-09-17,"more options on 2 hour flights, would be nice.",Neutral
2479,SAX,ORX,2022-09-17,No snack offered on the return flight.,Neutral
2272,ANX,ORX,2022-09-17,You need to offer water more than once on a 6 hour flight. It was hard to get anyone's attention.,Neutral
2051,SFX,DEX,2022-09-17,"No, nothing wrong I just opted out.",Neutral
2174,ORX,MCX,2022-09-18,No Apple juice.,Neutral
373,HNX,SFX,2022-09-17,"Unlike our flight UA 300 Saturday Sept. 10, 2022 the food was very good.",Neutral
2673,TPX,IAX,2022-09-18,Please update snack options to purchase and spirit selection. Add tequila!.,Neutral
1067,MEX,EWX,2022-09-17,They only offered me water no food ( snack ).,Neutral
1129,SFX,EWX,2022-09-18,We read on the website that alcohol was to be offered free but it was not.,Neutral
5281,LAX,MRX,2022-09-18,Nothing was offered on the flight.,Neutral
2216,EWX,LAX,2022-09-20,Asking me to rate food & beverage in the first half of the survey is a joke is not it?. Rate 2 biscuits and a handful of pretzels?. Get serious.,Neutral
312,BOX,LAX,2022-09-20,"We also had the takeoff snack box, and it was the best for the price I have had on any airline.",Neutral
312,BOX,LAX,2022-09-20,Should have more of a variety to choose from (snacks) and should be offered twice.,Neutral
3705,ORX,GRX,2022-09-19,Nothing was offered.,Neutral
1292,EWX,BNX,2022-09-20,No.,Neutral
2656,ORX,PHX,2022-09-20,More choices.,Neutral
18,LHX,EWX,2022-09-19,I was in Business Class. I would like to see the food service go back to the way it was before COVID.,Neutral
980,EDX,IAX,2022-09-20,I was surprised that we received a snack sandwich and beverage service toward the end of the flight. The sandwich was good and served at the right temperature. Turned out that it was nice to have since I had two more flights to take to my final destination and got home late.,Neutral
1109,EWX,CLX,2022-09-19,No one offered coffee to my wife.,Neutral
1109,EWX,CLX,2022-09-19,I was never asked if I would like coffee or not.,Neutral
1905,ORX,EWX,2022-09-19,No.,Neutral
919,IAX,LHX,2022-09-20,"Again, as in May we were offered water on one occasion apart from the drink service. It is difficult to keep asking the passenger next to you to let you out because you want some water. Other airlines offer water on boarding & twice during the flight.",Neutral
2309,IAX,SJX,2022-09-20,The burger was served extremely hot and I had to wait a while just to pick it [burger] up to eat. It took over ten minutes and it still did not cool down completely.,Neutral
3663,IAX,YUX,2022-09-19,no.,Neutral
5097,MKX,ORX,2022-09-19,n/a.,Neutral
1423,INX,DEX,2022-09-19,I really miss Honey roasted peanuts!.,Neutral
1429,SFX,EWX,2022-09-21,Not enough healthy selections.,Neutral
4,ORX,ZRX,2022-09-19,"Beverages were only offered at the beginning of the flight and at the end. Granted, it was likely not to disturb sleeping patrons however, for a 9 hour flight, there should have been more.",Neutral
970,AMX,SFX,2022-09-21,"The food was not wonderful, but it was vastly improved since the last time I flew.",Neutral
2477,SAX,DEX,2022-09-21,The waffle with berries was fantastic!.,Neutral
32,MUX,EWX,2022-09-21,My wife has diabetes. she did not receive a meal to accommodate her.,Neutral
32,MUX,EWX,2022-09-21,An alternative vegetarian meal would have been nice . I am not a fan of pasta .,Neutral
1167,SAX,EWX,2022-09-21,I struggled to order these from the website. I could see what was available on-line. I could not order them.,Neutral
1167,SAX,EWX,2022-09-21,I did not realize food had to be ordered before boarding. I liked it better when you could order in flight with a credit card.,Neutral
1875,YVX,DEX,2022-09-21,I was glad to see a vegetarian meatball option.,Neutral
641,YVX,DEX,2022-09-20,for first class need a little better options.,Neutral
2648,IAX,DEX,2022-09-19,I would of liked a can instead of just a sippy cup.,Negative
343,CLX,IAX,2022-09-21,"Their should be a third food option. The waffle is overly sweet. the eggs and ham does not work for vegans or kosher diets. The beverages offered to me in first class were only water, coffee, and orange juice. No other beverages offered.",Neutral
6071,IAX,CMX,2022-09-20,None.,Neutral
72,AMX,EWX,2022-09-21,Tasted better than it usually had in the past.,Neutral
1686,LIX,DEX,2022-09-21,The dessert was inedible. The dinner tray and drinks were slow to come. The tray had a bowl of nuts on it which I would have served either with the boarding sparkling wine or shortly after take off with the cocktails. Other than that…it was good.,Neutral
5495,ORX,XNX,2022-09-19,Cranberry Juice.,Neutral
1123,EWX,CPX,2022-09-21,Very little room on tray tables when served.,Neutral
747,MCX,DEX,2022-09-21,What I am shocked about is how meals are no longer served and we either have to bring our own our pay high prices for mediocre food. How about you just continue to offer free drinks and stop hawking food/alcoholic beverages on the flights?.,Neutral
940,LHX,SFX,2022-09-22,"A meal was served, and it was quite good (I chose tortellini), and served hot, and I had a selection of wines to choose from -- that was nice!. Where I think my reaction was not so positive was the snack served just prior to landing, which was some kind of turkey crostini, and I thought it was flavorless and the amt of turkey was meager.",Neutral
752,ATX,EWX,2022-09-22,A little more snack variety.,Neutral
949,SFX,LHX,2022-09-22,Tea and coffee was milky and tasteless Hard to get the attention of a flight attendant during meal service Robotic experience.,Neutral
1917,IAX,PTX,2022-09-22,"I think there should also be Sprite Zero. also known as diet sprite. We need something no caffeine but also no calories, besides water.",Neutral
1735,LAX,IAX,2022-09-22,The meal I was served was tasty. The only issue was they did not have the meal that I had preordered.,Neutral
983,IAX,ATX,2022-09-22,No.,Neutral
1561,SJX,EWX,2022-09-22,I expected to see other items offered to buy.,Neutral
1561,SJX,EWX,2022-09-22,"No, but should be more options for Snack.",Neutral
993,IAX,BCX,2022-09-18,I liked the vegetarian option for a meal.,Neutral
1701,SFX,EUX,2022-09-23,Nothing to note.,Neutral
2408,ORX,FLX,2022-09-23,It was fine.,Neutral
1266,BTX,ORX,2022-09-23,Was in first class and all that was offered is pretzels and waffle cookie.,Neutral
1288,SFX,BOX,2022-09-22,"I just feel upset about the dysfunctional meal tray, drink spillage, and dirty bathroom.",Neutral
1954,EWX,BOX,2022-09-19,"The flight was so short that there was no service- if that is the case, suggest you set that as the expectation so we can have coffee before boarding!.",Neutral
914,KEX,ORX,2022-09-23,wine selection very satisfactory.,Neutral
5538,LAX,SMX,2022-09-22,I had a cookie that was delicious. It was only offered on one of the flights. I wish I had it on the others. Really good.,Neutral
2137,BOX,IAX,2022-09-23,"It was not offered on the short flight up to Boston, but was in the way back. No snacks offered though.",Neutral
374,DEX,LAX,2022-09-23,Could provide a snack.,Neutral
442,EWX,FLX,2022-09-23,Oh I thought you were taking about my flight from Rome to Newark….,Neutral
1475,EWX,RDX,2022-09-23,There seems to be no differentiation in snacks between first class and coach on short domestic flights. this is one area for potential improvement.,Neutral
1000,EWX,BRX,2022-09-22,"I wine list would be appreciated in stead having to ""ask"" for it.",Negative
2301,SNX,DEX,2022-09-23,"I love the cookies, but can we get a non pretzel option for the salty snacks?.",Neutral
419,IAX,ORX,2022-09-23,A free snack option like the typical biscuits or stroupwaffle would have been nice.,Neutral
1937,IAX,MSX,2022-09-23,I could not bring up my icon on United to purchase drinks or snacks.,Neutral
1937,IAX,MSX,2022-09-23,They give us our snack. out drinking comes 25 minutes later. Just do them together.,Neutral
5634,ORX,SBX,2022-09-24,No beverages offer.,Neutral
83,EWX,DEX,2022-09-23,ONLY ONE NUMBER BEVERAGE SERVED.,Neutral
83,EWX,DEX,2022-09-23,"Already mentioned earlier, ended up getting vegetarian option as that was all that was left by the time our turn came.",Neutral
437,SFX,BWX,2022-09-23,Would be great to have water before we landed.,Neutral
1890,SFX,INX,2022-09-24,n/a.,Neutral
2234,SLX,IAX,2022-09-23,None.,Neutral
5738,BIX,DEX,2022-09-21,Water should be offered but not out of a community bottle.,Neutral
1637,HNX,LAX,2022-09-24,The Food Service was very weak. I know that additional snacks were offered for a cost. I flew Southwest Airlines from CA to HI. they provided an Upgraded Snack Package at no charge for the long flight. United did not. Southwest Wins.,Neutral
1538,ORX,DEX,2022-09-24,"Traveling is tuff right now with delays, it would be nice to have sandwiches, a salad ect.",Neutral
741,DEX,SLX,2022-09-24,.,Neutral
966,NAX,EWX,2022-09-24,Vegetarian lunch was some melted cheese on a roll. Not very appetizing.,Neutral
364,EWX,HNX,2022-09-24,It is a long 10 hour flight. no meal was serve just snacks.,Neutral
6151,IAX,SLX,2022-09-24,NO.,Neutral
925,IAX,LHX,2022-09-22,I think offering dinner at 11 in the night on this flight is not a great idea. Most people eat dinner between 6-8 pm. Probably best to give a small snack and then a good breakfast in am. Offer of fruit and yougurt at breakfast was good.,Neutral
2500,SEX,SFX,2022-09-24,I was very happy to see that snack boxes were available for purchase. Other airlines have the available on the same segment.,Neutral
1132,DEX,SAX,2022-09-25,I appreciated the orange soda water with zero sugar as I am on a keto diet.,Neutral
374,DEX,LAX,2022-09-25,I covered this in my earlier comments.,Neutral
126,ATX,EWX,2022-09-25,"I wanted tonic water <💧> <😕> We had registered as vegetarian. food portion was very small. My partner got ice cream. I did not. I understand that they are busy. But to leave the dessert out, is not gone unnoticed. However, I do appreciate them coming around several times to offer water <💧> as it is essential to stay hydrated.",Neutral
4907,IAX,CRX,2022-09-24,"loved no ice, and especially for ME: cranberry juice, and for both my husband and me: Decaf coffee. Also I like the table and area wipes (my husband does not bother.",Neutral
46,ZRX,SFX,2022-09-25,Water is dispensed in very small cups which seemed very wasteful for a 12 hour flight. A bottle of water should be handed out instead. The plastic cups are very wasteful and bad for the environment. Maybe paper cups or something biodegradable would be better. Not enough water is given for the length of flight. Cans of soda were offered which was nice. The first United flight we took from SFO to Frankfurt did not offer cans of soda. Just small cups at a time.,Neutral
46,ZRX,SFX,2022-09-25,I do prefer the more elegant setting and food service on Swiss.,Neutral
2256,ORX,RDX,2022-09-25,"Soft drinks should be served as a whole 12 Oz can. Also, no pretzels?.",Neutral
463,IAX,PDX,2022-09-26,"The hamburger was just ordinary, nothing special. Had to ask for more ketchup. Would have liked BBQ sauce instead. NO FRIES!!!!.",Neutral
1429,SFX,EWX,2022-09-26,Thanks for the nuts - a tradition. Chicken was tastly but very small portion. Cheesecake in saran wrap is taky.,Neutral
384,HNX,DEX,2022-09-26,"I would just like to share that your selection of vegan options is not good. With more individuals choosing vegetarian and vegan, especially in first class, the selection is not good.",Neutral
384,HNX,DEX,2022-09-26,"It was a surprise having food served. I stuffed a Burger King chesseburger down before and wish I would have known there would be a meal served. I always get emails about wifi and entertainment. prior to flying, however do not recall any mention of a meal.",Neutral
170,VCX,EWX,2022-09-26,No.,Neutral
170,VCX,EWX,2022-09-26,More than one vegetarian/pescatarian option would be good.,Neutral
950,LHX,SFX,2022-09-26,In general food provided across the airline industry is poor to terrible. The food we had on this flight was good. My wife and I commented to each other about the taste and quality.,Neutral
6363,DTX,IAX,2022-09-25,Offered cookies on flight up but not back. Was told not offered on flights below a certain number of miles.,Neutral
6116,JAX,IAX,2022-09-26,We preordered food and drinks for both flights however on our first flight the system was down and they could not provide the snacks we ordered. On the way back they did not have the snack available anymore we got cookies and almonds instead. If you found on a meal on your flight and you do not get what you preordered it is very disappointing!.,Neutral
1231,YVX,SFX,2022-09-26,United provided snacks free of charge at the gate as the restaurants were closed at SFO. This helped so many of us especially those making a connecting flight. We would have been stuck without anything.,Neutral
1041,EWX,AUX,2022-09-27,None at this time.,Negative
2179,IAX,STX,2022-09-27,"I noticed that for a few passengers that nearly missed the connecting flight and had to RUN to catch the plane, the attendant offered them water immediately because they were clearly out of breath. That was very nice of her.",Neutral
2110,PIX,DEX,2022-09-27,I appreciated that I was able to get the whole can.,Neutral
416,MXX,ORX,2022-09-27,I was pleased to receive snacks and a dinner on the flight.,Neutral
6169,CVX,IAX,2022-09-27,"i was surprised to receive the entire can of juice, that was nice.",Neutral
6169,CVX,IAX,2022-09-27,No.,Neutral
2650,ORX,LAX,2022-09-27,No Gluten Free choices.,Neutral
2325,GEX,SFX,2022-09-27,No choice big snacks. No meal.,Neutral
1198,PBX,EWX,2022-09-27,Same selection as flight to Florida.,Neutral
3474,EWX,MKX,2022-09-27,There was no snack offered.,Neutral
1477,DEX,RIX,2022-09-27,Did not have time to get food at the airport due to security taking so long. Would have liked another snack option for our flight.,Neutral
951,IAX,BRX,2022-09-27,I choose the beef is good. But the side dish soba was not good.,Neutral
2408,ORX,FLX,2022-09-27,A few more options perhaps. Seeing the same 3 to 4 choices on all my flights.,Neutral
6015,IAX,PIX,2022-09-24,We did not have any.,Neutral
327,SEX,EWX,2022-09-27,Loved that there was a white wine that was not Chardonnay. Yay Pinot Grigio!.,Neutral
362,DEX,BOX,2022-09-28,No.,Neutral
4746,DEX,SDX,2022-09-28,ran out of cheese tray and a couple passengers were not happy about that.,Neutral
958,GVX,EWX,2022-09-28,"The ""lunch"" served at the end of the flight - a warm ham-and-cheese roll - was very pleasant, more so than trying to eat with a fork and knife.",Neutral
1727,ORX,ALX,2022-09-28,more cookies.,Neutral
1997,ORX,ATX,2022-09-29,No.,Neutral
1669,IAX,CLX,2022-09-29,Snacks are too small and not very good.,Neutral
1673,DEX,SFX,2022-09-28,I preordered. my preorder was changed.,Neutral
363,HNX,EWX,2022-09-29,"I had the chicken on my flight…. it was cold, which I do not like…the size of the chicken was large and the plastic fork did not cut the cold chicken….. The salad did not have dressing and was bland. the dessert was good.",Neutral
363,HNX,EWX,2022-09-29,The chicken was cold and hard.,Neutral
363,HNX,EWX,2022-09-29,The food options listed on the app were different than what we received onboard. There should more more options to choose.,Neutral
1242,LAX,DEX,2022-09-29,I think something more than pretzels and cookies could be offered to economy plus - a granola bar or something.,Neutral
4385,ORX,FSX,2022-09-30,"I was upgraded to first class so had a cheese tray snack, not pretzels.",Neutral
1836,EWX,MSX,2022-09-30,Just on timing they gave me a whole soda but no time to consume product <:/>.,Neutral
1836,EWX,MSX,2022-09-30,Tequila would be nice.,Neutral
1274,DEX,RIX,2022-09-29,Need healthier snacks <;)> maybe nuts?. Granola ?.,Neutral
881,IAX,LHX,2022-09-30,"The flight attendants were not aware that the vegetarian meal required heating, so it was cold and unpleasant.",Neutral
1743,IAX,SFX,2022-09-30,Charge me $20 more on my ticket and provide snack box and wifi entertainment for free.,Neutral
907,FRX,ORX,2022-09-30,Ran out of my first choice meal the hamburger before arrival. Ended up with a vegetable plate with couscous. Would have preferred a chicken dish.,Neutral
4451,EWX,GSX,2022-09-29,I was upgraded to first and enjoyed the cheese tray and almonds. The food was excellent especially for a short trip.,Neutral
4829,MOX,IAX,2022-09-30,No.,Neutral
1926,LAX,DEX,2022-09-01,N/A.,Neutral
272,BGX,EWX,2022-09-01,Sandwich was terrible.,Neutral
1149,CVX,IAX,2022-09-01,"good experience, will fly united again.",Neutral
425,IAX,SFX,2022-09-01,Nope.,Neutral
405,DEX,IAX,2022-09-01,Appreciate the snacks.,Neutral
2345,SEX,IAX,2022-09-02,"Boring , need to change it [need] up.",Neutral
2234,ORX,FCX,2022-09-01,Could have both snacks. Pretzels and cookie.,Negative
2160,IAX,IAX,2022-09-02,It would be good to have packets of nuts available without having to get the entire snack box. Wasteful.,Neutral
2338,DCX,IAX,2022-09-02,No.,Neutral
4645,COX,DEX,2022-09-01,Thank you for the very nice chicken and rice hot meal. I really enjoyed it.,Neutral
136,ZRX,EWX,2022-09-02,did not have a choice in premium economy which seems surprising as there are only a few seats and it was not full.,Neutral
4358,IAX,BTX,2022-09-02,"Short flight, no food/beverage service, could at least hand out small bottles of water.",Neutral
1874,ORX,MSX,2022-09-02,"I like the standard menu United offers drink wise, but it would be nice to see some Regional Beers on their respective flights. Wisconsin and Illinois both have great breweries for example.",Neutral
2122,IAX,ORX,2022-09-02,No thanks.,Neutral
955,SFX,TLX,2022-09-02,"No wine selection menu, offered only by color. Pre poured champagne prior to takeoff was flat.",Neutral
920,LHX,IAX,2022-09-02,Excellent lunch One of the best I have had on UA.,Neutral
1471,BOX,IAX,2022-09-02,No.,Neutral
1498,SFX,IAX,2022-09-02,variety is poor - the same meal (chicken and meatball) options every flight.,Neutral
766,EWX,DFX,2022-09-02,Wou.,Neutral
1715,LAX,IAX,2022-09-02,Food has vastly improved!.,Neutral
74,TLX,IAX,2022-09-02,the kosher food from usa to Israel is excellent. from Israel to usa not so good.,Neutral
74,TLX,IAX,2022-09-02,nothing- great!.,Neutral
679,IAX,DEX,2022-09-02,No.,Neutral
1888,DEX,BDX,2022-09-02,Took a long time to get beverages. Just wanted ice as I already had water. Took about 2 hours in before they served anything.,Neutral
86,TLX,EWX,2022-09-02,The meals in buisness are poor. It is not like before the covid19.,Neutral
86,TLX,EWX,2022-09-02,Pkease !!. You mUST start to offer plant based milk for coffee!!!!.,Neutral
1536,EWX,ORX,2022-09-02,"In business, something more than a box would be wonderful.",Negative
1589,FLX,ORX,2022-09-03,"Asparagus was atrocious. Tough, not tasty at all. Small muffin/cookie for dessert was insufficient. Need more milk, only had one glass and wanted more.",Neutral
189,EWX,JNX,2022-09-03,The dinner meal was good. The pre landing meal was not good. The quiche was dried out and tasteless. It also was the only option.,Neutral
1992,EWX,SFX,2022-09-03,When booking the flight I chose a vegan meal option. there was not one available and not on the list of special meals. My flight attendant Randy got me every available vegan snack and was extremely apologetic and very sweet.,Neutral
637,CHX,EWX,2022-09-02,The coffee was not so hot.,Neutral
2636,SAX,DEX,2022-09-02,Very clean fresh coffee.,Neutral
1076,DEX,LAX,2022-09-02,"Prefer Remy Martin VSOP Congac, American and United stopped carrying Congac.",Neutral
1580,SFX,JAX,2022-09-02,Not much selection but they did have Bloody Mary mix.,Neutral
4309,IAX,ECX,2022-09-03,Love that you have added champagne to domestic first class.,Neutral
2060,SFX,EWX,2022-09-02,Decaf coffee is instant coffee I have to mix myself. Not cool.,Neutral
1781,SFX,ORX,2022-09-02,No snacks were provided from SFO to ORD.,Neutral
4759,IAX,DTX,2022-09-03,Need a larger selection of wines.,Neutral
3785,ORX,BUX,2022-09-03,bigger cup of coffee.,Neutral
1224,SXX,IAX,2022-09-03,Offer additional drinks on long flights. We were offered one drink.,Neutral
2198,ORX,IAX,2022-09-04,I wish stroopwaffle were available on more flights!.,Neutral
1412,DCX,ORX,2022-09-03,I found it extremely frustrating to have to load my info and get the app just to purchase beverages. I did not buy anything and probably will not on future flights.,Neutral
5716,DEX,SLX,2022-09-03,"It seems very little to ask, and a generous gesture to offer a little something on a flight. In the absence of a light snack and drink, I will always bring my own.",Neutral
714,DEX,ORX,2022-09-04,Nothing much.. Everything was upto the mark!!!.,Neutral
2624,SFX,OGX,2022-09-05,Return the meal service especially in longer flights.,Neutral
145,EWX,OPX,2022-09-05,Lighter fare would be a good option.,Neutral
796,IAX,CLX,2022-09-05,"Appreciate the ability to preorder. However, had to ask the attendant for our preordered boxes. Would have been nice if they brought them automatically when the food service started.",Neutral
955,SFX,TLX,2022-09-05,I would like different kind of food.,Neutral
1222,HNX,LAX,2022-09-05,The food options were much better on the return trip. not everything was available. The spirits and coffee were fantastic and brewed fresh nearly every time I requested a cup.,Neutral
2166,EWX,IAX,2022-09-05,More snack options.,Neutral
1272,SFX,MEX,2022-09-05,No.,Neutral
792,BZX,ORX,2022-09-06,Most people bring their own things. I suggest offering high quality products for sale only.,Neutral
2163,MCX,EWX,2022-09-06,The food tasted great. Not a wide variety of options presented for dinner and no options were presented for dessert.,Neutral
1006,DSX,DEX,2022-09-06,No snack was offered.,Neutral
434,BOX,SFX,2022-09-06,I forgot to get the credit card for the flight. the snacks is not good enough to sustain The five hour flight.,Neutral
5253,DEX,EGX,2022-09-06,N/a.,Neutral
1775,ORX,EWX,2022-09-06,more sparkling water options or maybe an Ice Coffee option for purchase?.,Neutral
1922,IAX,SAX,2022-09-06,Just would like a little more selection of the snacks and maybe a little bit bigger portion.,Neutral
2485,IAX,CLX,2022-09-07,"On all of my recent flights that I have gone first class, it seems like the food options are always the same. It is either chicken or impossible meatball. I do not think either are very good and it would be nice if there were different options based on different flights.",Neutral
2333,SFX,MCX,2022-09-07,The hamburger bun was dry and crumbly!.,Neutral
792,BZX,ORX,2022-09-07,"Two things: the food was not advertised as an amenity in First Class on the app, so we ate ahead of time - alas. Second, the chicken entree was not available. even though there were only 12 of us in First Class. Seems a miss. Thanks.",Neutral
3503,PIX,EWX,2022-09-06,Glad to see I could get Bloody Mary Mix on board for my beverage choice.,Neutral
2415,SAX,DEX,2022-09-05,If possible more options on sodas.,Neutral
2654,IAX,ORX,2022-09-01,No.,Neutral
1149,SAX,DEX,2022-09-08,It is always the same cookies which Become quite boring after a few fights.,Neutral
989,FRX,IAX,2022-09-08,The meal was probably the best tasting meal that I have ever had on a plane. It surprised me in that it was excellent.,Neutral
1208,EWX,JAX,2022-09-08,You should be able to purchase food and beverage without pre-registering your credit card!.,Neutral
32,MUX,EWX,2022-09-08,I never received the coffee I asked for.,Neutral
1486,DEX,YVX,2022-09-09,It was a duplicate menu to the Cincinnati to Denver menu. Actually had snack box on this flight.,Neutral
1486,DEX,YVX,2022-09-09,The meal option was identical to the Cincinnati to Denver segment. Therefore snack box on this flight.,Neutral
1201,SFX,LAX,2022-09-09,A little snack or something would have been nice.,Neutral
1686,LIX,DEX,2022-09-09,"I was very happy to get an inflight meal, was not expecting it based on past experiences. The thing that I noticed that might be improved was salad dressing for the salad. It did not taste like there was any on the salad, that is all. Meals were a very unexpected delight. Thank you.",Neutral
6185,IAX,PIX,2022-09-09,"They used to give out drink tickets you can use on your flights, you should bring those back.",Neutral
2060,SFX,EWX,2022-09-09,The flight attendant forgot to give me a meal like my seat neighbors. I do not know why. I had to ask several times to be served.,Neutral
17,EWX,LHX,2022-09-09,More options.,Neutral
1976,FLX,CLX,2022-09-09,Would like to see a better quality cabernet among the offerings.,Neutral
1976,FLX,CLX,2022-09-09,It would be nice to offer nuts of some kind.,Neutral
